AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
18,PVT,F,GEN,144491,BUSINESS,NO,89,1,NO,10,RURAL,N
17,PVT,F,GEN,300000,PEON,NO,81,1,NO,10,RURAL,N
11,GOVT,M,SC,84981,TEACHER,NO,61,4,YES,3,URBAN,Y
17,PVT,F,GEN,167701,BUSINESS,YES,87,2,NO,9,RURAL,N
17,PVT,F,GEN,237703,ACCOUNTANT,YES,88,2,NO,8,URBAN,N
13,GOVT,M,SC,76164,LABOUR,NO,60,4,YES,3,RURAL,Y
17,PVT,M,OBC,108247,BUSINESS,NO,64,2,YES,4,RURAL,N
17,GOVT,M,GEN,135475,LABOUR,NO,63,4,NO,4,RURAL,Y
16,GOVT,M,OBC,117318,ACCOUNTANT,NO,68,1,YES,11,RURAL,N
15,PVT,F,OBC,113025,PEON,NO,85,4,NO,4,RURAL,Y
16,GOVT,M,OBC,122559,PEON,NO,57,1,YES,10,RURAL,Y
15,GOVT,F,SC,102941,FARMER,NO,65,3,YES,4,RURAL,Y
17,PVT,F,GEN,231041,ACCOUNTANT,NO,89,2,NO,10,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,9,URBAN,N
12,GOVT,M,GEN,95206,ACCOUNTANT,NO,74,4,NO,3,RURAL,Y
11,GOVT,M,OBC,116604,LABOUR,NO,59,3,YES,4,RURAL,Y
13,GOVT,F,SC,138835,LABOUR,NO,58,4,NO,4,RURAL,Y
18,PVT,F,ST,239844,ACCOUNTANT,NO,85,1,NO,10,URBAN,N
16,PVT,F,GEN,119860,TEACHER,NO,75,2,YES,12,RURAL,N
13,GOVT,F,OBC,89686,LABOUR,NO,59,2,NO,4,RURAL,Y
18,PVT,F,GEN,165536,ACCOUNTANT,YES,89,1,NO,9,RURAL,N
17,PVT,F,GEN,187530,LABOUR,YES,87,3,NO,10,URBAN,N
12,GOVT,M,SC,135247,LABOUR,NO,65,5,NO,4,RURAL,N
11,GOVT,F,GEN,86353,FARMER,NO,61,4,NO,3,URBAN,Y
17,PVT,F,GEN,89846,BUSINESS,NO,76,2,NO,8,URBAN,N
11,GOVT,M,SC,101952,LABOUR,NO,65,4,YES,4,RURAL,Y
10,GOVT,M,SC,59000,LABOUR,NO,64,4,YES,5,RURAL,Y
16,GOVT,M,OBC,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
18,PVT,F,GEN,217750,BUSINESS,NO,87,1,YES,11,URBAN,N
13,GOVT,M,GEN,59000,LABOUR,YES,60,5,NO,3,URBAN,Y
12,GOVT,M,GEN,59000,LABOUR,NO,55,5,YES,3,URBAN,Y
17,PVT,F,GEN,125838,PEON,NO,84,1,NO,9,URBAN,N
18,PVT,F,GEN,128558,ACCOUNTANT,NO,86,2,NO,8,URBAN,N
18,PVT,F,GEN,59064,BUSINESS,NO,76,2,YES,9,RURAL,Y
14,GOVT,M,OBC,95776,BUSINESS,NO,65,3,YES,5,RURAL,Y
18,PVT,F,GEN,241235,PEON,NO,85,1,NO,10,URBAN,N
11,GOVT,M,GEN,78269,LABOUR,NO,59,3,NO,3,RURAL,Y
18,GOVT,F,GEN,131264,PEON,NO,76,2,NO,8,RURAL,Y
12,GOVT,M,ST,76318,ACCOUNTANT,YES,64,2,YES,3,URBAN,Y
13,GOVT,M,OBC,111981,LABOUR,NO,61,4,YES,5,RURAL,Y
14,PVT,M,ST,88439,LABOUR,NO,73,2,YES,3,RURAL,Y
12,GOVT,M,SC,90686,LABOUR,NO,58,4,YES,3,RURAL,Y
17,GOVT,F,GEN,110171,FARMER,YES,65,5,NO,8,URBAN,Y
18,PVT,F,GEN,263608,BUSINESS,NO,87,2,NO,9,URBAN,N
14,GOVT,M,GEN,109100,ACCOUNTANT,NO,66,2,NO,4,RURAL,Y
11,GOVT,M,GEN,115059,FARMER,NO,75,2,NO,10,RURAL,Y
18,PVT,F,GEN,179455,LABOUR,YES,81,1,YES,11,RURAL,N
16,PVT,F,GEN,285121,ACCOUNTANT,NO,89,1,YES,9,RURAL,N
16,PVT,F,GEN,123574,LABOUR,YES,64,5,NO,3,URBAN,N
18,GOVT,F,GEN,129573,BUSINESS,NO,62,1,NO,10,RURAL,N
15,GOVT,M,SC,71465,LABOUR,NO,70,3,YES,3,RURAL,Y
15,PVT,M,GEN,69217,FARMER,NO,75,4,NO,3,URBAN,Y
13,GOVT,M,SC,66602,FARMER,NO,64,4,YES,4,RURAL,Y
11,GOVT,M,GEN,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
11,GOVT,M,SC,72475,LABOUR,NO,60,5,YES,3,RURAL,Y
15,PVT,F,GEN,289955,ACCOUNTANT,YES,83,1,NO,10,URBAN,N
14,GOVT,M,GEN,111189,FARMER,YES,62,2,NO,5,RURAL,Y
12,GOVT,M,OBC,163591,PEON,NO,75,1,YES,9,RURAL,N
17,GOVT,F,GEN,146829,ACCOUNTANT,YES,63,1,NO,9,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,81,1,NO,10,RURAL,N
18,GOVT,M,OBC,100956,ACCOUNTANT,NO,69,1,YES,11,RURAL,N
10,GOVT,M,GEN,68250,TEACHER,NO,56,4,NO,3,RURAL,Y
12,GOVT,M,OBC,59000,FARMER,NO,63,3,YES,5,RURAL,Y
18,PVT,F,GEN,244196,ACCOUNTANT,NO,81,2,NO,8,URBAN,N
13,GOVT,M,OBC,84701,LABOUR,NO,55,4,YES,4,RURAL,Y
15,GOVT,M,SC,108178,LABOUR,NO,56,5,YES,6,RURAL,Y
15,PVT,F,GEN,206296,LABOUR,NO,84,3,NO,9,RURAL,N
17,PVT,F,GEN,180017,ACCOUNTANT,YES,84,1,NO,10,URBAN,N
18,GOVT,M,OBC,104343,LABOUR,NO,55,3,YES,3,URBAN,Y
16,PVT,F,GEN,214123,ACCOUNTANT,YES,82,2,NO,7,URBAN,N
18,PVT,F,GEN,134659,BUSINESS,NO,66,1,NO,10,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,12,URBAN,N
16,GOVT,M,GEN,119208,PEON,NO,76,1,NO,11,RURAL,Y
12,GOVT,M,OBC,109802,LABOUR,NO,62,2,YES,5,RURAL,Y
17,GOVT,M,GEN,123723,PEON,NO,82,1,NO,10,RURAL,Y
10,PVT,M,OBC,101215,LABOUR,NO,57,1,YES,10,URBAN,Y
18,PVT,F,GEN,300000,LABOUR,NO,89,2,NO,11,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,8,URBAN,N
18,GOVT,F,GEN,300000,ACCOUNTANT,NO,77,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,3,NO,10,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,87,1,YES,11,RURAL,N
13,GOVT,M,ST,103526,LABOUR,NO,55,4,NO,9,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,87,2,NO,8,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,82,2,NO,9,URBAN,N
17,PVT,F,GEN,213305,ACCOUNTANT,NO,85,1,NO,10,URBAN,N
14,GOVT,M,OBC,59000,LABOUR,NO,62,3,YES,5,RURAL,Y
18,PVT,F,GEN,245196,ACCOUNTANT,NO,89,2,NO,7,URBAN,N
17,PVT,F,GEN,210562,PEON,NO,89,2,NO,10,RURAL,N
12,GOVT,M,GEN,87624,LABOUR,YES,64,3,NO,3,RURAL,Y
16,GOVT,F,GEN,84009,LABOUR,NO,79,4,YES,4,RURAL,Y
17,PVT,F,GEN,166610,FARMER,YES,89,2,NO,10,URBAN,N
18,GOVT,F,GEN,212921,BUSINESS,NO,85,3,NO,11,RURAL,N
13,GOVT,M,SC,102332,LABOUR,NO,56,2,YES,5,RURAL,Y
13,GOVT,M,GEN,62718,FARMER,YES,73,4,YES,10,URBAN,Y
17,PVT,F,GEN,210868,ACCOUNTANT,NO,61,1,YES,11,RURAL,N
12,GOVT,M,OBC,59000,LABOUR,NO,56,3,YES,3,RURAL,Y
9,GOVT,M,SC,59000,LABOUR,NO,56,5,YES,3,RURAL,Y
10,GOVT,M,GEN,62976,PEON,NO,61,2,NO,4,RURAL,Y
17,GOVT,M,OBC,96689,FARMER,NO,63,3,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,82,2,NO,8,URBAN,N
13,GOVT,M,GEN,69310,ACCOUNTANT,YES,62,4,YES,4,RURAL,Y
18,GOVT,F,GEN,283143,LABOUR,NO,89,1,NO,8,URBAN,N
13,GOVT,M,ST,59000,FARMER,NO,76,5,NO,4,RURAL,Y
13,GOVT,M,SC,66311,LABOUR,NO,63,5,YES,4,RURAL,Y
12,GOVT,M,ST,59000,LABOUR,NO,59,4,YES,4,RURAL,Y
15,GOVT,F,GEN,200353,TEACHER,YES,85,3,NO,8,URBAN,N
18,GOVT,M,SC,156635,ACCOUNTANT,NO,57,2,YES,9,RURAL,N
18,PVT,F,GEN,293040,BUSINESS,YES,89,2,NO,9,URBAN,N
16,PVT,F,GEN,107284,FARMER,NO,73,2,NO,8,URBAN,N
17,GOVT,F,GEN,79122,LABOUR,YES,75,3,NO,9,URBAN,Y
12,GOVT,M,OBC,72465,LABOUR,YES,63,5,NO,3,URBAN,Y
17,GOVT,F,GEN,131092,PEON,NO,83,1,NO,3,URBAN,Y
15,PVT,F,GEN,176954,BUSINESS,YES,86,2,NO,9,URBAN,Y
18,GOVT,F,OBC,266028,BUSINESS,NO,65,3,YES,11,URBAN,Y
18,GOVT,F,ST,93589,ACCOUNTANT,NO,64,1,NO,11,RURAL,N
9,GOVT,F,GEN,93417,TEACHER,NO,60,3,NO,8,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,85,1,NO,9,RURAL,N
18,PVT,F,GEN,282391,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
17,PVT,F,OBC,146829,PEON,NO,81,1,YES,11,RURAL,Y
18,PVT,M,OBC,198706,FARMER,NO,89,2,YES,9,URBAN,N
18,PVT,M,GEN,226729,ACCOUNTANT,NO,77,2,NO,8,RURAL,N
16,PVT,F,GEN,292617,BUSINESS,NO,88,1,NO,9,URBAN,N
10,GOVT,M,ST,140188,TEACHER,NO,73,4,YES,5,RURAL,N
17,GOVT,M,GEN,101503,ACCOUNTANT,YES,75,3,NO,9,URBAN,N
17,PVT,F,GEN,106597,BUSINESS,YES,89,2,NO,10,URBAN,N
18,PVT,M,OBC,103623,FARMER,NO,65,1,YES,4,RURAL,N
16,PVT,F,GEN,274793,ACCOUNTANT,NO,84,1,NO,9,RURAL,N
17,GOVT,F,GEN,125743,LABOUR,NO,66,2,NO,8,RURAL,N
16,PVT,F,GEN,170516,ACCOUNTANT,YES,87,3,NO,8,URBAN,N
11,GOVT,F,OBC,82997,FARMER,NO,61,3,YES,5,RURAL,N
10,GOVT,M,ST,107050,TEACHER,NO,76,4,NO,8,URBAN,Y
14,GOVT,M,GEN,103728,LABOUR,NO,60,2,NO,3,RURAL,Y
13,GOVT,M,ST,89914,TEACHER,NO,62,5,YES,3,RURAL,Y
11,GOVT,M,ST,117989,LABOUR,NO,60,5,NO,9,URBAN,Y
18,PVT,F,GEN,209453,ACCOUNTANT,NO,89,2,NO,9,RURAL,N
13,GOVT,M,OBC,122192,LABOUR,NO,62,4,YES,4,RURAL,Y
15,GOVT,M,OBC,60877,PEON,NO,59,3,YES,5,RURAL,Y
15,GOVT,M,GEN,108443,FARMER,NO,63,1,YES,5,RURAL,Y
14,GOVT,M,OBC,117412,TEACHER,NO,77,5,YES,4,RURAL,Y
17,PVT,M,GEN,300000,ACCOUNTANT,NO,84,1,NO,10,RURAL,N
18,GOVT,F,OBC,163712,PEON,NO,66,1,YES,6,RURAL,N
16,GOVT,M,SC,116976,LABOUR,YES,73,4,NO,9,RURAL,Y
13,GOVT,M,OBC,91875,LABOUR,NO,76,2,YES,4,RURAL,N
11,GOVT,M,OBC,59000,LABOUR,NO,58,5,YES,4,RURAL,Y
18,PVT,F,GEN,93699,BUSINESS,NO,78,2,NO,10,URBAN,N
11,GOVT,M,ST,84796,LABOUR,YES,71,3,NO,3,RURAL,Y
17,PVT,F,GEN,175756,BUSINESS,YES,85,1,NO,10,URBAN,N
17,GOVT,M,OBC,130657,PEON,NO,66,2,YES,3,RURAL,Y
17,PVT,M,GEN,172857,ACCOUNTANT,NO,89,2,NO,9,RURAL,N
11,GOVT,M,SC,76164,LABOUR,YES,59,4,YES,4,RURAL,Y
13,GOVT,F,ST,72938,LABOUR,YES,64,3,NO,4,RURAL,Y
15,GOVT,M,OBC,68548,TEACHER,NO,59,2,YES,4,RURAL,Y
15,PVT,M,OBC,113783,LABOUR,YES,73,5,NO,11,RURAL,Y
14,GOVT,F,GEN,98467,PEON,NO,86,1,NO,9,URBAN,Y
18,GOVT,M,GEN,110835,LABOUR,NO,67,4,NO,9,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,NO,84,2,NO,10,RURAL,N
13,GOVT,M,OBC,68743,LABOUR,NO,62,3,YES,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
11,GOVT,M,GEN,59000,TEACHER,NO,73,3,NO,3,RURAL,Y
10,GOVT,M,GEN,95611,LABOUR,YES,61,3,YES,3,URBAN,Y
13,GOVT,M,GEN,134477,FARMER,NO,58,3,YES,3,RURAL,Y
14,GOVT,M,OBC,109816,FARMER,NO,60,2,YES,5,RURAL,Y
18,PVT,F,OBC,300000,BUSINESS,NO,83,2,YES,11,RURAL,N
17,GOVT,M,OBC,139600,LABOUR,NO,63,4,NO,11,RURAL,Y
15,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,9,URBAN,N
12,GOVT,M,SC,88911,LABOUR,NO,60,4,YES,4,RURAL,Y
11,GOVT,M,OBC,88567,FARMER,NO,56,4,YES,5,RURAL,Y
18,GOVT,M,GEN,114702,FARMER,NO,76,1,NO,11,RURAL,N
15,PVT,F,OBC,132020,PEON,NO,60,2,YES,12,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,84,2,NO,9,URBAN,Y
16,PVT,F,GEN,182473,FARMER,YES,81,1,NO,10,URBAN,N
17,GOVT,F,OBC,128556,ACCOUNTANT,NO,84,1,YES,10,RURAL,N
14,GOVT,M,SC,59000,PEON,NO,59,5,YES,4,RURAL,N
13,GOVT,F,GEN,115807,LABOUR,NO,83,2,YES,5,RURAL,Y
18,GOVT,M,SC,164274,FARMER,NO,74,1,NO,5,RURAL,Y
11,GOVT,M,ST,81288,LABOUR,NO,55,5,YES,3,RURAL,Y
18,PVT,F,GEN,289990,BUSINESS,YES,87,1,NO,9,URBAN,Y
12,GOVT,M,OBC,72951,LABOUR,NO,58,4,NO,3,RURAL,Y
9,GOVT,M,GEN,96127,LABOUR,YES,73,5,YES,3,RURAL,Y
16,GOVT,M,OBC,66615,FARMER,NO,67,2,YES,5,RURAL,Y
12,PVT,M,ST,111594,LABOUR,NO,58,3,NO,3,RURAL,Y
12,GOVT,M,OBC,92444,LABOUR,NO,61,4,YES,4,RURAL,Y
12,GOVT,M,SC,113100,FARMER,NO,66,3,YES,4,RURAL,Y
15,GOVT,M,OBC,97227,LABOUR,NO,59,3,YES,5,RURAL,Y
18,GOVT,F,OBC,135782,LABOUR,NO,82,1,YES,12,RURAL,N
17,GOVT,F,ST,143244,LABOUR,NO,66,1,NO,11,RURAL,Y
13,GOVT,M,GEN,59000,LABOUR,NO,71,4,NO,4,RURAL,Y
18,GOVT,F,OBC,110807,ACCOUNTANT,NO,64,3,YES,4,URBAN,N
16,PVT,F,GEN,254583,BUSINESS,NO,89,1,YES,12,RURAL,N
18,GOVT,M,GEN,167459,LABOUR,YES,57,1,NO,3,URBAN,N
18,PVT,F,GEN,283532,BUSINESS,NO,89,1,NO,9,RURAL,N
16,PVT,F,OBC,253878,PEON,NO,89,1,NO,9,URBAN,N
10,PVT,M,SC,113365,TEACHER,NO,89,4,NO,3,RURAL,Y
16,PVT,F,GEN,230152,BUSINESS,YES,83,1,NO,10,URBAN,N
11,GOVT,M,SC,73498,LABOUR,NO,77,4,YES,4,URBAN,Y
17,GOVT,M,GEN,111471,LABOUR,NO,89,4,NO,4,RURAL,Y
18,GOVT,M,ST,242979,TEACHER,NO,62,2,NO,11,RURAL,N
17,PVT,F,GEN,279082,ACCOUNTANT,YES,88,3,NO,8,URBAN,N
17,PVT,F,GEN,272017,BUSINESS,YES,85,1,NO,7,RURAL,N
18,PVT,F,GEN,163938,ACCOUNTANT,NO,89,1,NO,4,RURAL,N
16,PVT,F,GEN,217666,BUSINESS,NO,88,1,NO,9,RURAL,N
15,PVT,F,GEN,300000,ACCOUNTANT,NO,83,1,NO,11,URBAN,N
14,PVT,M,GEN,82934,ACCOUNTANT,YES,75,4,NO,3,URBAN,Y
17,PVT,F,GEN,221963,BUSINESS,NO,89,1,NO,9,URBAN,N
17,PVT,F,GEN,267238,LABOUR,NO,87,4,NO,9,URBAN,Y
12,GOVT,F,GEN,104197,PEON,YES,67,2,NO,11,URBAN,Y
17,GOVT,F,ST,149231,BUSINESS,NO,86,1,NO,11,RURAL,N
14,GOVT,M,ST,96212,LABOUR,YES,67,5,NO,11,RURAL,Y
11,PVT,M,OBC,139246,ACCOUNTANT,NO,66,4,YES,4,RURAL,Y
13,GOVT,M,OBC,114117,PEON,NO,72,4,YES,4,RURAL,Y
18,PVT,F,GEN,233144,ACCOUNTANT,NO,83,1,YES,9,URBAN,N
10,GOVT,M,OBC,73600,LABOUR,NO,67,4,YES,5,URBAN,Y
13,GOVT,M,SC,59000,TEACHER,NO,60,3,YES,3,RURAL,Y
18,GOVT,M,GEN,106944,FARMER,YES,59,1,YES,9,URBAN,Y
18,PVT,F,GEN,300000,PEON,NO,89,1,YES,10,URBAN,N
13,GOVT,M,OBC,103714,PEON,NO,66,4,YES,4,RURAL,Y
18,PVT,F,GEN,290067,ACCOUNTANT,NO,81,1,NO,9,RURAL,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,RURAL,N
18,GOVT,M,ST,109157,LABOUR,NO,64,1,NO,12,RURAL,N
18,PVT,F,GEN,205860,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
15,GOVT,M,GEN,121780,TEACHER,NO,68,5,NO,9,RURAL,Y
13,GOVT,M,SC,67381,FARMER,NO,61,3,YES,5,RURAL,Y
15,GOVT,M,OBC,59000,LABOUR,NO,55,5,YES,4,RURAL,N
13,GOVT,M,ST,100797,LABOUR,NO,66,3,NO,4,RURAL,Y
18,GOVT,M,OBC,112377,ACCOUNTANT,NO,62,1,NO,4,URBAN,N
17,GOVT,F,GEN,119168,ACCOUNTANT,NO,89,1,NO,9,URBAN,Y
12,GOVT,M,SC,88444,LABOUR,NO,63,4,YES,4,RURAL,Y
11,GOVT,M,ST,59000,ACCOUNTANT,NO,63,5,NO,3,URBAN,Y
18,GOVT,M,GEN,97334,ACCOUNTANT,YES,86,4,NO,3,RURAL,N
16,PVT,F,GEN,157412,BUSINESS,NO,83,1,NO,8,RURAL,N
17,GOVT,M,OBC,96493,FARMER,YES,59,4,YES,4,RURAL,Y
12,GOVT,M,OBC,102934,PEON,YES,74,5,NO,3,RURAL,Y
15,GOVT,M,SC,138074,ACCOUNTANT,NO,61,1,YES,4,RURAL,Y
15,GOVT,M,OBC,59000,LABOUR,NO,60,5,YES,5,RURAL,Y
17,PVT,F,GEN,287494,BUSINESS,NO,84,1,NO,11,RURAL,Y
14,GOVT,M,SC,65211,PEON,NO,57,4,YES,4,RURAL,Y
17,GOVT,F,GEN,101527,PEON,NO,58,2,NO,9,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
11,GOVT,M,GEN,59000,LABOUR,NO,64,1,YES,3,RURAL,Y
14,GOVT,M,OBC,59966,LABOUR,NO,58,3,YES,5,RURAL,Y
10,GOVT,M,SC,70560,PEON,YES,75,5,NO,3,RURAL,Y
17,PVT,M,GEN,300000,PEON,NO,69,2,YES,3,RURAL,N
11,GOVT,M,ST,107938,LABOUR,YES,55,2,NO,3,RURAL,Y
12,GOVT,F,GEN,87202,LABOUR,NO,75,5,NO,4,URBAN,N
16,GOVT,M,GEN,107202,LABOUR,YES,63,2,NO,9,URBAN,N
10,PVT,M,GEN,115255,LABOUR,NO,75,2,NO,4,RURAL,N
14,GOVT,M,OBC,71732,TEACHER,NO,62,4,YES,4,RURAL,Y
12,PVT,F,GEN,130309,PEON,NO,65,2,NO,10,RURAL,N
18,GOVT,F,GEN,256894,BUSINESS,NO,85,2,NO,11,RURAL,N
18,GOVT,F,ST,132686,LABOUR,NO,87,2,YES,11,RURAL,N
18,PVT,F,OBC,231434,ACCOUNTANT,NO,89,1,NO,12,RURAL,N
13,GOVT,M,SC,99391,LABOUR,NO,57,4,YES,4,RURAL,Y
17,PVT,F,GEN,246481,ACCOUNTANT,NO,82,1,NO,8,URBAN,N
12,GOVT,M,OBC,114131,FARMER,NO,61,4,YES,5,RURAL,Y
14,GOVT,F,SC,65622,LABOUR,NO,60,4,YES,4,RURAL,Y
12,GOVT,M,SC,77571,LABOUR,NO,74,4,YES,3,RURAL,Y
15,PVT,M,GEN,147989,LABOUR,YES,77,2,NO,3,URBAN,N
14,GOVT,F,SC,110912,FARMER,NO,66,1,NO,5,RURAL,Y
18,PVT,F,GEN,231318,BUSINESS,NO,88,1,YES,10,URBAN,N
13,GOVT,F,SC,83825,LABOUR,NO,55,3,YES,4,RURAL,Y
13,GOVT,M,OBC,127463,LABOUR,NO,57,4,YES,4,RURAL,Y
18,PVT,F,GEN,212203,BUSINESS,YES,73,1,NO,8,URBAN,N
17,GOVT,F,GEN,103865,LABOUR,YES,59,2,NO,3,URBAN,Y
9,GOVT,M,ST,118597,LABOUR,NO,55,5,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,85,3,NO,8,URBAN,N
15,GOVT,M,OBC,59000,PEON,NO,63,3,YES,5,RURAL,Y
12,GOVT,M,SC,158417,LABOUR,NO,72,1,YES,4,RURAL,N
13,GOVT,M,OBC,115376,LABOUR,NO,68,4,YES,9,RURAL,N
11,GOVT,M,SC,74828,LABOUR,NO,63,5,YES,3,RURAL,Y
14,GOVT,M,SC,128335,FARMER,NO,64,3,YES,4,RURAL,Y
10,GOVT,M,ST,72823,TEACHER,NO,64,3,YES,3,RURAL,Y
11,GOVT,M,ST,69209,LABOUR,NO,58,5,NO,3,RURAL,Y
10,GOVT,M,SC,83618,LABOUR,NO,55,5,YES,3,URBAN,Y
16,PVT,F,GEN,278087,BUSINESS,YES,83,2,NO,8,URBAN,N
17,PVT,F,GEN,300000,FARMER,YES,85,1,YES,10,URBAN,N
17,PVT,F,GEN,204390,ACCOUNTANT,YES,86,2,NO,9,RURAL,N
14,GOVT,M,SC,63577,FARMER,NO,56,4,NO,5,RURAL,Y
13,GOVT,F,OBC,79704,LABOUR,NO,60,2,NO,3,RURAL,Y
16,PVT,F,ST,210689,BUSINESS,YES,86,1,NO,8,URBAN,N
14,GOVT,M,ST,59000,LABOUR,NO,64,4,YES,5,RURAL,Y
18,PVT,F,GEN,208804,ACCOUNTANT,NO,82,1,NO,9,RURAL,N
9,PVT,M,GEN,115763,LABOUR,YES,75,2,NO,3,URBAN,Y
17,GOVT,M,SC,82179,PEON,NO,61,2,YES,11,RURAL,Y
17,PVT,M,OBC,134580,TEACHER,NO,61,2,YES,12,RURAL,N
12,GOVT,M,SC,59000,LABOUR,NO,55,4,YES,5,RURAL,Y
15,GOVT,M,GEN,122306,FARMER,NO,62,4,YES,5,RURAL,N
18,GOVT,M,GEN,125465,TEACHER,YES,71,5,YES,8,RURAL,N
18,PVT,F,GEN,106826,ACCOUNTANT,NO,67,1,NO,3,URBAN,N
17,PVT,F,GEN,90993,LABOUR,YES,85,2,NO,9,RURAL,Y
15,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
17,PVT,F,GEN,250330,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
11,GOVT,M,SC,128502,LABOUR,NO,58,4,YES,4,RURAL,Y
11,GOVT,M,ST,113377,FARMER,NO,57,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,8,URBAN,N
18,PVT,F,GEN,172476,ACCOUNTANT,NO,86,1,NO,9,URBAN,N
18,GOVT,M,GEN,120557,FARMER,NO,58,3,YES,3,RURAL,Y
16,GOVT,F,ST,125989,TEACHER,NO,77,1,NO,4,RURAL,N
17,GOVT,F,GEN,152555,PEON,NO,89,2,YES,10,RURAL,Y
18,GOVT,M,GEN,243055,BUSINESS,NO,87,2,NO,8,URBAN,N
14,GOVT,M,SC,107874,LABOUR,NO,55,4,NO,3,RURAL,Y
18,PVT,M,GEN,268059,PEON,NO,83,1,NO,9,RURAL,Y
18,PVT,F,GEN,229472,ACCOUNTANT,NO,62,1,NO,10,RURAL,N
12,GOVT,M,GEN,82795,FARMER,NO,62,5,YES,4,RURAL,Y
16,GOVT,M,GEN,80380,ACCOUNTANT,NO,65,2,YES,3,RURAL,Y
16,PVT,F,OBC,290108,TEACHER,NO,89,2,YES,10,URBAN,N
16,GOVT,M,ST,300000,LABOUR,YES,73,3,YES,9,URBAN,N
17,PVT,F,GEN,198441,BUSINESS,YES,73,3,NO,8,URBAN,Y
17,PVT,F,SC,300000,ACCOUNTANT,NO,84,1,YES,11,RURAL,N
14,PVT,M,OBC,108652,LABOUR,NO,67,2,YES,10,RURAL,N
18,PVT,F,GEN,230012,BUSINESS,NO,84,2,NO,10,URBAN,N
18,PVT,F,GEN,300000,FARMER,NO,89,1,NO,10,RURAL,N
17,PVT,F,GEN,217213,PEON,NO,89,1,NO,9,RURAL,N
18,PVT,F,GEN,300000,LABOUR,NO,89,1,NO,8,URBAN,N
17,PVT,M,GEN,96017,ACCOUNTANT,NO,76,2,NO,10,URBAN,Y
12,GOVT,M,OBC,59000,LABOUR,NO,60,4,YES,4,RURAL,Y
14,GOVT,M,OBC,123421,FARMER,NO,70,3,YES,5,RURAL,Y
18,GOVT,M,OBC,133775,PEON,NO,73,1,YES,4,RURAL,Y
12,GOVT,F,GEN,62103,TEACHER,NO,55,3,NO,3,URBAN,Y
17,PVT,F,GEN,218625,ACCOUNTANT,NO,89,2,NO,10,RURAL,N
17,PVT,F,GEN,282840,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
17,GOVT,M,ST,79222,BUSINESS,YES,75,2,YES,11,URBAN,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
16,GOVT,M,GEN,73966,PEON,NO,74,3,YES,12,RURAL,Y
15,GOVT,M,SC,59000,LABOUR,NO,61,5,YES,3,RURAL,Y
15,GOVT,F,ST,204872,TEACHER,NO,87,2,NO,9,URBAN,N
18,PVT,F,GEN,284791,ACCOUNTANT,NO,86,1,YES,11,RURAL,N
18,GOVT,M,OBC,196393,PEON,NO,89,1,YES,12,RURAL,N
18,GOVT,M,ST,116288,FARMER,NO,82,2,YES,12,RURAL,Y
17,GOVT,F,GEN,208624,PEON,NO,87,2,YES,10,RURAL,N
14,GOVT,M,GEN,234360,PEON,YES,72,3,NO,4,URBAN,Y
9,GOVT,M,GEN,90642,LABOUR,YES,57,3,YES,3,URBAN,Y
18,PVT,F,GEN,255048,BUSINESS,NO,83,1,YES,10,URBAN,N
18,GOVT,M,GEN,82454,LABOUR,NO,60,2,NO,4,RURAL,Y
17,PVT,F,OBC,300000,BUSINESS,NO,85,1,NO,9,URBAN,N
